nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
1129,A,Monkland,T-U-X-Z,-73.627935257183253000,45.470097198616408000,Régulier Payez-Partez
1131,A,Monkland,T-U-X-Z,-73.626997012410428000,45.470855386877695000,Régulier Payez-Partez
1133,A,Monkland,T-U-X-Z,-73.626495568248473000,45.471408836946338000,Régulier Payez-Partez
1135,A,Monkland,T-U-X-Z,-73.624343862851859000,45.473762070035455000,Régulier Payez-Partez
1136,A,Monkland,T-U-X-Z,-73.624107603618910000,45.474296458538603000,Régulier Payez-Partez
1137,A,Monkland,T-U-X-Z,-73.623462751023368000,45.474733925354798000,Régulier Payez-Partez
1138,A,Monkland,T-U-X-Z,-73.623247478242135000,45.475255295505164000,Régulier Payez-Partez
1140,A,Marcil,T-U-X-Z,-73.622854111369875000,45.475795771674491000,Régulier Payez-Partez
1141,A,Monkland,T-U-X-Z,-73.622471530189515000,45.475827533186035000,Régulier Payez-Partez
1142,A,Monkland,T-U-X-Z,-73.622180798099933000,45.476434170646399000,Régulier Payez-Partez
1144,A,Girouard,T-U-X-Z,-73.621803320125252000,45.477037957332698000,Régulier Payez-Partez
1145,A,Monkland,T-U-X-Z,-73.621374687488014000,45.477059649977114000,Régulier Payez-Partez
1146,A,Saint-Hubert,RA-RB-RD-VB,-73.612756758363176000,45.540440684197335000,Régulier Payez-Partez
1148,A,Saint-Hubert,RA-RB-RD-VB,-73.610611222768384000,45.539467268312592000,Régulier Payez-Partez
1149,A,Saint-Hubert,RA-RB-RD-VB,-73.609385132145548000,45.538917064614210000,Régulier Payez-Partez
1151,A,Saint-Hubert,RA-RB-RD-VB,-73.607064459657963000,45.537863573901568000,Régulier Payez-Partez
1152,A,Saint-Hubert,RB-RC-RD-VB,-73.606008759267723000,45.537380247884094000,Régulier Payez-Partez
1153,A,Saint-Hubert,RB-RC-RD-VB,-73.604854924417978000,45.536858102205613000,Régulier Payez-Partez
1154,A,Saint-Hubert,RB-RC-RD-VB,-73.603704173900851000,45.536337471749604000,Régulier Payez-Partez
1155,A,Saint-Hubert,RB-RC-RD-VB,-73.602542907255980000,45.535809964333410000,Régulier Payez-Partez
1156,A,Saint-Hubert,RB-RC-RD-VB,-73.601358534256562000,45.535272936284358000,Régulier Payez-Partez
1157,A,Saint-Hubert,RB-RC-RD-VB,-73.600387371235215000,45.534832351342018000,Régulier Payez-Partez
1158,A,Saint-Hubert,RB-RC-RD-VB,-73.599419906580238000,45.534396614016544000,Régulier Payez-Partez
1160,A,Saint-Hubert,RB-RC-RD-VB,-73.597666837346566000,45.533607710510864000,Régulier Payez-Partez
1161,A,Bélanger,RA-RB-RD-VB,-73.612345145978949000,45.536816985518165000,Régulier Payez-Partez
1163,A,Bélanger,RA-RB-RD-VB,-73.611218575492771000,45.538068569815387000,Régulier Payez-Partez
1164,A,Bélanger,RA-RB-RD-VB,-73.610514210289878000,45.538838780590645000,Régulier Payez-Partez
1165,A,Bélanger,RA-RB-RD-VB,-73.609359365604391000,45.540027788900552000,Régulier Payez-Partez
1168,A,Bélanger,RA-RB-RD-VB,-73.607760890838023000,45.541811106179573000,Régulier Payez-Partez
1169,A,Bélanger,RA-RB-RD-VB,-73.612009456253830000,45.536893531418251000,Régulier Payez-Partez
1170,A,Bélanger,RA-RB-RD-VB,-73.611354441220286000,45.537606195330547000,Régulier Payez-Partez
1174,A,Bélanger,RA-RB-RD-VB,-73.608943890942399000,45.540245960563027000,Régulier Payez-Partez
1175,A,Bélanger,RA-RB-RD-VB,-73.607947499960858000,45.541340226982356000,Régulier Payez-Partez
1177,A,Beaubien,RA-RB-RC-RD,-73.604619511292014000,45.534319902322743000,Régulier Payez-Partez
1178,A,Beaubien,RA-RB-RC-RD,-73.603742536804504000,45.535270050666298000,Régulier Payez-Partez
1179,A,Jean-Talon,RA-RB-VA-VB,-73.618556312808650000,45.534244109486792000,Régulier Payez-Partez
1180,A,Jean-Talon,RA-RB-VA-VB,-73.616917323205740000,45.535495550292481000,Régulier Payez-Partez
1182,A,Jean-Talon,RA-RB-VA-VB,-73.615965420971193000,45.536516407783374000,Régulier Payez-Partez
1183,A,Jean-Talon,RA-RB-RD-VB,-73.614658776996819000,45.537912938532152000,Régulier Payez-Partez
1184,A,Jean-Talon,RA-RB-RD-VB,-73.613264985637287000,45.540068512668348000,Régulier Payez-Partez
1188,A,Saint-Laurent,RA-RB-VA-VB,-73.615948454283270000,45.533520103945634000,Régulier Payez-Partez
1189,A,Saint-Laurent,RA-RB-RC-VA,-73.614587555937092000,45.532899643922832000,Régulier Payez-Partez
1190,A,Saint-Laurent,RA-RB-RC-VA,-73.613245310914380000,45.532289326302688000,Régulier Payez-Partez
1191,A,Saint-Laurent,RA-RB-RC-VA,-73.611060762098902000,45.531297860391788000,Régulier Payez-Partez
1192,A,Saint-Laurent,RA-RB-RC-VA,-73.609763123989026000,45.530708271080634000,Régulier Payez-Partez
1193,A,Saint-Laurent,RA-RB-RC-VA,-73.607728834388226000,45.529784481040046000,Régulier Payez-Partez
1195,A,Saint-Laurent,RA-RB-VA-VB,-73.617323010786450000,45.534143053209000000,Régulier Payez-Partez
1196,A,Saint-Laurent,RA-RB-VA-VB,-73.617626696149159000,45.534441770271130000,Régulier Payez-Partez
1197,A,Saint-Laurent,RA-RB-RC-VA,-73.615824045402007000,45.533619762706756000,Régulier Payez-Partez
1199,A,Saint-Laurent,RA-RB-RC-VA,-73.612990820453149000,45.532333310455805000,Régulier Payez-Partez
1200,A,Saint-Laurent,RA-RB-RC-VA,-73.609768036957092000,45.530869042698825000,Régulier Payez-Partez
1202,A,Saint-Laurent,RA-RB-RC-VA,-73.607703177606965000,45.529931880833303000,Régulier Payez-Partez
1203,A,Saint-Laurent,RA-RB-RC-VA,-73.606444894632574000,45.529361698586342000,Régulier Payez-Partez
1205,A,Mozart,RA-RB-VA-VB,-73.615637932682048000,45.533139418187318000,Régulier Payez-Partez
1209,A,Bélanger,RA-RB-RC-VA,-73.614643957094458000,45.533389613128101000,Régulier Payez-Partez
1211,A,Dante,RA-RB-RC-VA,-73.613920890801737000,45.532801195954619000,Régulier Payez-Partez
1214,A,Saint-Zotique,RA-RB-RC-VA,-73.612805525461709000,45.531497165698525000,Régulier Payez-Partez
1216,A,Saint-Zotique,RA-RB-RC-VA,-73.611809345513109000,45.532063909546714000,Régulier Payez-Partez
1217,A,Clark,RA-RB-RC-VA,-73.612358625598517000,45.531250705858291000,Régulier Payez-Partez
1219,A,Beaubien,RA-RB-RC-VA,-73.608097340102134000,45.530764444245278000,Régulier Payez-Partez
1221,A,Casgrain,RA-RB-VA-VB,-73.615092830666285000,45.534841337691276000,Régulier Payez-Partez
1225,A,Henri-Julien,RA-RB-VA-VB,-73.614528244063521000,45.536627781642323000,Régulier Payez-Partez
1226,A,Papineau,RB-RD-VB-VC,-73.599312762986486000,45.544296987402376000,Régulier Payez-Partez
1228,A,Papineau,RB-RD-VB-VC,-73.597918567414212000,45.543648268194218000,Régulier Payez-Partez
1231,A,Bélanger,RB-RD-VB-VC,-73.601949889866717000,45.547939162821876000,Régulier Payez-Partez
1232,A,Bélanger,RB-RD-VB-VC,-73.601177333096871000,45.548851131471480000,Régulier Payez-Partez
1233,A,Bélanger,RB-RD-VB-VC,-73.600570760637211000,45.549563689128377000,Régulier Payez-Partez
1234,A,Bélanger,RB-RD-VB-VC,-73.599672297493370000,45.550625337775074000,Régulier Payez-Partez
1236,A,Bélanger,RB-RD-VB-VC,-73.598829760722111000,45.551616086747821000,Régulier Payez-Partez
1237,A,Bélanger,RB-RD-VB-VC,-73.597899267565367000,45.552701999329095000,Régulier Payez-Partez
1240,A,Masson,RA-RB-RC-RD,-73.576817034528375000,45.545087325225659000,Régulier Payez-Partez
1242,A,Masson,RA-RB-RC-RD,-73.576280773751435000,45.545961647438958000,Régulier Payez-Partez
1244,A,Masson,RA-RB-RC-RD,-73.575438052939731000,45.547342199915590000,Régulier Payez-Partez
1247,A,Masson,RA-RB-RC-RD,-73.574581220664825000,45.548751976957568000,Régulier Payez-Partez
1248,A,Masson,RA-RB-RC-RD,-73.574214289300542000,45.549350397967594000,Régulier Payez-Partez
1250,A,Masson,RA-RB-RC-RD,-73.573466721707860000,45.550581544215568000,Régulier Payez-Partez
1253,A,Masson,RA-RB-RC-RD,-73.576859884574034000,45.544692996806624000,Régulier Payez-Partez
1255,A,Masson,RA-RB-RC-RD,-73.575713360796712000,45.546578323241469000,Régulier Payez-Partez
1258,A,Masson,RA-RB-RC-RD,-73.574758934170035000,45.548143598096509000,Régulier Payez-Partez
1259,A,Masson,RA-RB-RC-RD,-73.574266170186178000,45.548965910684103000,Régulier Payez-Partez
1261,A,Masson,RA-RB-RC-RD,-73.573652458487288000,45.549973200826244000,Régulier Payez-Partez
1265,A,Notre-Dame,J-L-M-SP,-73.564304467890125000,45.493716971790441000,Régulier Payez-Partez
1266,A,Notre-Dame,J-L-M-SP,-73.563398566889717000,45.495059524103844000,Régulier Payez-Partez
1267,A,Notre-Dame,J-L-M-SP,-73.563067588465955000,45.495617655748511000,Régulier Payez-Partez
1268,A,Mont-Royal,PG-PH-PL-PM,-73.588425503210260000,45.517948419131564000,Régulier Payez-Partez
1269,A,Mont-Royal,PG-PH-PL-PM,-73.588546325904730000,45.517445071618539000,Régulier Payez-Partez
1270,A,Mont-Royal,PG-PH-PL-PM,-73.587829825248875000,45.518601794048827000,Régulier Payez-Partez
1272,A,Mont-Royal,PE-PG-PH-PM,-73.587084690943257000,45.519202633701319000,Régulier Payez-Partez
1273,A,Mont-Royal,PE-PG-PH-PM,-73.586837682960990000,45.519694985924367000,Régulier Payez-Partez
1275,A,Mont-Royal,PE-PG-PH-PM,-73.586170500003249000,45.520429307331334000,Régulier Payez-Partez
1276,A,Mont-Royal,PF-PG-PH-PJ,-73.585619421163628000,45.521043119434765000,Régulier Payez-Partez
1277,A,Mont-Royal,PF-PG-PH-PJ,-73.585703547149009000,45.520748169712121000,Régulier Payez-Partez
1278,A,Mont-Royal,PF-PG-PH-PJ,-73.585203771410647000,45.521486912747065000,Régulier Payez-Partez
1281,A,Mont-Royal,PF-PG-PH-PJ,-73.584812382992766000,45.521718448606769000,Régulier Payez-Partez
1282,A,Mont-Royal,PF-PG-PH-PJ,-73.584299302574180000,45.522276090332959000,Régulier Payez-Partez
1283,A,Mont-Royal,PF-PG-PH-PJ,-73.584197525809358000,45.522612993493240000,Régulier Payez-Partez
1284,A,Mont-Royal,PF-PG-PH-PJ,-73.583481326164801000,45.523198067569076000,Régulier Payez-Partez
1285,A,Mont-Royal,PF-PG-PH-PJ,-73.583370623387580000,45.523542468691495000,Régulier Payez-Partez
1286,A,Mont-Royal,PF-PG-PH-PJ,-73.582684045705264000,45.524129276300826000,Régulier Payez-Partez
1290,A,Mont-Royal,PD-PH-PJ-PK,-73.580838978149131000,45.526382688268257000,Régulier Payez-Partez
1291,A,Mont-Royal,PD-PH-PJ-PK,-73.580843273689254000,45.526123496132961000,Régulier Payez-Partez
1292,A,Mont-Royal,PD-PH-PJ-PK,-73.580314561042016000,45.526947806322326000,Régulier Payez-Partez
1296,A,Mont-Royal,PD-PH-PJ-PK,-73.579564485393405000,45.527750294905523000,Régulier Payez-Partez
1297,A,Mont-Royal,PD-PH-PJ-PK,-73.579650612219041000,45.527392224876969000,Régulier Payez-Partez
1299,A,Mont-Royal,PD-PH-PJ-PK,-73.578752936326069000,45.528591113891984000,Régulier Payez-Partez
1300,A,Mont-Royal,PD-PH-PJ-PK,-73.578944083840639000,45.528155625935838000,Régulier Payez-Partez
1302,A,Mont-Royal,PD-PH-PJ-PK,-73.578204127997495000,45.529170161202600000,Régulier Payez-Partez
1305,A,Mont-Royal,PD-PH-PJ-PK,-73.577766065976320000,45.529414579809305000,Régulier Payez-Partez
1306,A,Mont-Royal,PD-PH-PJ-PK,-73.577436750038856000,45.529995530786316000,Régulier Payez-Partez
1310,A,Mont-Royal,PD-PH-PJ-PK,-73.576687318393013000,45.530559919582949000,Régulier Payez-Partez
1313,A,Mont-Royal,PD-PH-PJ-PK,-73.576491404221585000,45.531001021876413000,Régulier Payez-Partez
1317,A,Mont-Royal,PD-PH-PJ-PK,-73.575439865662247000,45.532120514806245000,Régulier Payez-Partez
1318,A,Mont-Royal,PD-PH-PJ-PK,-73.575676224769325000,45.531638084441631000,Régulier Payez-Partez
1321,A,Mont-Royal,PD-PH-PJ-PK,-73.575004041048373000,45.532357180348072000,Régulier Payez-Partez
1325,A,Mont-Royal,PD-PH-PJ-PK,-73.574248794501642000,45.533153454621342000,Régulier Payez-Partez
1326,A,Mont-Royal,PD-PH-PJ-PK,-73.573904704680757000,45.533724676081782000,Régulier Payez-Partez
1328,A,Mont-Royal,PD-PH-PJ-PK,-73.573069178175032000,45.534409948566648000,Régulier Payez-Partez
1329,A,Mont-Royal,PD-PH-PJ-PK,-73.572934721249652000,45.534752269897204000,Régulier Payez-Partez
1332,A,Mont-Royal,PD-PH-PJ-PK,-73.571925455651765000,45.535571173433084000,Régulier Payez-Partez
1333,A,Mont-Royal,PD-PH-PJ-PK,-73.571534271886719000,45.536235629403542000,Régulier Payez-Partez
1334,A,Mont-Royal,PD-PH-PJ-PK,-73.570713089640463000,45.536872929829102000,Régulier Payez-Partez
1335,A,Mont-Royal,PD-PH-PJ-PK,-73.570632865014602000,45.537187093816442000,Régulier Payez-Partez
1337,A,Mont-Royal,PD-PH-PJ-PK,-73.569840048702545000,45.537776758936730000,Régulier Payez-Partez
1338,A,Mont-Royal,PD-PH-PJ-PK,-73.569667554813108000,45.538197502306851000,Régulier Payez-Partez
1340,A,Mont-Royal,PD-PH-PJ-PK,-73.569075254747190000,45.538813593750902000,Régulier Payez-Partez
1341,A,Parc,E-G-PA-PB,-73.576473785979957000,45.510711307824870000,Régulier Payez-Partez
1343,A,Parc,E-G-PA-PB,-73.575839515403103000,45.510577870212849000,Régulier Payez-Partez
1345,A,Parc,E-G-PA-PB,-73.575058440371791000,45.510048367206039000,Régulier Payez-Partez
1347,A,Parc,E-G-PA-PB,-73.574841312743871000,45.510112653430419000,Régulier Payez-Partez
1349,A,Milton,E-G-PA-PB,-73.573716279852619000,45.509359128435442000,Régulier Payez-Partez
1350,A,Parc,E-G-PA-PB,-73.572704200620606000,45.508921786387930000,Régulier Payez-Partez
1353,A,Parc,E-G-PA-PB,-73.572321945810359000,45.508967004776714000,Régulier Payez-Partez
1355,A,Saint-Urbain,PA-PB-PC-PE,-73.576018162070710000,45.513660875410267000,Régulier Payez-Partez
1357,A,Pins,PA-PB-PC-PE,-73.575513298250982000,45.514406393309578000,Régulier Payez-Partez
1362,A,Saint-Laurent,PA-PB-PC-PE,-73.574578596131673000,45.514892972485697000,Régulier Payez-Partez
1363,A,Saint-Laurent,PA-PB-PC-PE,-73.574420942660282000,45.514665658442432000,Régulier Payez-Partez
1364,A,Saint-Laurent,PA-PB-PC-PE,-73.573217315836914000,45.514116544531269000,Régulier Payez-Partez
1366,A,Saint-Laurent,PA-PB-PC-PE,-73.573299183123041000,45.514308741174361000,Régulier Payez-Partez
1367,A,Saint-Laurent,G-PA-PB-PE,-73.571518267933058000,45.513347798126759000,Régulier Payez-Partez
1371,A,Saint-Laurent,G-PA-PB-PE,-73.571326908463064000,45.513423607487653000,Régulier Payez-Partez
1372,A,Saint-Laurent,G-PA-PB-PE,-73.570401236262029000,45.513005640807002000,Régulier Payez-Partez
1373,A,Clark,G-PA-PB-PE,-73.570153875241928000,45.512133703443766000,Régulier Payez-Partez
1374,A,Milton,G-PA-PB-PE,-73.570843334671935000,45.512530027086299000,Régulier Payez-Partez
1376,A,Saint-Louis  Voie N + S,G-PC-PD-PF,-73.570680548063322000,45.516731455352023000,Régulier Payez-Partez
1379,A,Saint-Louis  Voie N + S,G-PC-PD-PF,-73.569823826536165000,45.516565038908567000,Régulier Payez-Partez
1380,A,Saint-Louis  Voie N + S,G-PC-PD-PF,-73.569036068542729000,45.517418908750990000,Régulier Payez-Partez
1381,A,Malines,G-PC-PD-PF,-73.569230315192797000,45.518021621482674000,Régulier Payez-Partez
1385,A,Saint-Denis,G-PC-PD-PF,-73.571208107673584000,45.518515363060011000,Régulier Payez-Partez
1387,A,Saint-Denis,G-PC-PD-PF,-73.569652625144030000,45.517804755112302000,Régulier Payez-Partez
1388,A,Saint-Denis,G-PC-PD-PF,-73.569859170176642000,45.518109459013253000,Régulier Payez-Partez
1391,A,Saint-Denis,G-PC-PD-S,-73.568524373815720000,45.517498191825183000,Régulier Payez-Partez
1392,A,Berri,G-PC-PD-S,-73.567529671320543000,45.518007360201892000,Régulier Payez-Partez
1394,A,Calixa-Lavallée,PC-PD-S-W,-73.565765709648431000,45.524862372619268000,Régulier Payez-Partez
1396,A,Calixa-Lavallée,PC-PD-S-W,-73.566082055582953000,45.525251946559450000,Régulier Payez-Partez
1397,A,Calixa-Lavallée,PC-PD-S-W,-73.565280156540908000,45.524891248029974000,Régulier Payez-Partez
1399,A,Rachel,PD-PF-PH-PJ,-73.576383328849289000,45.523606041795802000,Régulier Payez-Partez
1401,A,Rachel,PD-PF-PH-PJ,-73.575432028501410000,45.524669405254137000,Régulier Payez-Partez
1402,A,Rachel,PD-PF-PH-PJ,-73.575045706190380000,45.525341531573090000,Régulier Payez-Partez
1406,A,Saint-Laurent,PB-PE-PF-PG,-73.583813242943933000,45.518881845577880000,Régulier Payez-Partez
1408,A,Saint-Laurent,PB-PE-PF-PG,-73.582549091298304000,45.518317622236736000,Régulier Payez-Partez
1409,A,Saint-Laurent,PB-PE-PF-PG,-73.583437265346063000,45.518874898906709000,Régulier Payez-Partez
1410,A,Saint-Laurent,PB-PE-PF-PG,-73.582167828911878000,45.518305595285021000,Régulier Payez-Partez
1411,A,Saint-Laurent,PB-PE-PF-PG,-73.581110064180336000,45.517666743495390000,Régulier Payez-Partez
1413,A,Saint-Laurent,PB-PE-PF-PG,-73.580101734169943000,45.517201956292595000,Régulier Payez-Partez
1415,A,Saint-Laurent,PB-PE-PF-PG,-73.580307476089715000,45.517457826081817000,Régulier Payez-Partez
1416,A,Saint-Laurent,PB-PC-PE-PF,-73.579354156816166000,45.516864803237105000,Régulier Payez-Partez
1417,A,Saint-Laurent,PB-PC-PE-PF,-73.578502240553931000,45.516641371120826000,Régulier Payez-Partez
1419,A,Saint-Laurent,PB-PC-PE-PF,-73.578194060233670000,45.516343123258395000,Régulier Payez-Partez
1420,A,Saint-Laurent,PB-PC-PE-PF,-73.577160693284497000,45.515879391023354000,Régulier Payez-Partez
1421,A,Saint-Laurent,PB-PC-PE-PF,-73.576046322087691000,45.515383859208121000,Régulier Payez-Partez
1424,A,Saint-Laurent,PB-PC-PE-PF,-73.576850841977958000,45.515906489445918000,Régulier Payez-Partez
1426,A,Rachel,PB-PE-PF-PG,-73.583004168941272000,45.516546962738445000,Régulier Payez-Partez
1428,A,Rachel,PB-PE-PF-PG,-73.582264425325022000,45.517248047075022000,Régulier Payez-Partez
1431,A,Rachel,PB-PE-PF-PG,-73.581251335660753000,45.518334280728098000,Régulier Payez-Partez
1433,A,Rachel,PD-PE-PF-PH,-73.580839817841948000,45.518814226492260000,Régulier Payez-Partez
1435,A,Rachel,PD-PE-PF-PH,-73.580425504621914000,45.519219777753989000,Régulier Payez-Partez
1437,A,Rachel,PD-PE-PF-PH,-73.579547302739186000,45.520165629930119000,Régulier Payez-Partez
1442,A,Rachel,PD-PE-PF-PH,-73.577500286149643000,45.522376369436145000,Régulier Payez-Partez
1444,A,Rachel,PD-PE-PF-PH,-73.577129800947148000,45.522825513651959000,Régulier Payez-Partez
1448,A,Duluth,PD-PE-PF-PH,-73.578547946351080000,45.517974129878262000,Régulier Payez-Partez
1450,A,Duluth,PD-PE-PF-PH,-73.577812078333253000,45.518754525363825000,Régulier Payez-Partez
1452,A,Duluth,PD-PE-PF-PH,-73.576667013101897000,45.519792877433851000,Régulier Payez-Partez
1454,A,Duluth,PD-PE-PF-PH,-73.575213558307254000,45.521362410457868000,Régulier Payez-Partez
1457,A,Saint-Hubert,PD-PE-PF-PH,-73.574456888635766000,45.522473047832122000,Régulier Payez-Partez
1459,A,Saint-Denis,PD-PE-PF-PH,-73.580022453085562000,45.522534136321646000,Régulier Payez-Partez
1460,A,Saint-Denis,PD-PE-PF-PH,-73.579209313685482000,45.522166422863620000,Régulier Payez-Partez
1461,A,Saint-Denis,PD-PE-PF-PH,-73.579233371188693000,45.522382364041775000,Régulier Payez-Partez
1465,A,Saint-Denis,PD-PE-PF-PH,-73.577539630816858000,45.521407905239030000,Régulier Payez-Partez
1466,A,Saint-Denis,PD-PE-PF-PH,-73.576531740088683000,45.520944443709986000,Régulier Payez-Partez
1468,A,Saint-Denis,PD-PE-PF-PH,-73.576828686988520000,45.521293403032530000,Régulier Payez-Partez
1471,A,Saint-Denis,PC-PD-PE-PF,-73.574866961566983000,45.520181282890036000,Régulier Payez-Partez
1472,A,Saint-Denis,PC-PD-PE-PF,-73.573346218725845000,45.519492010891788000,Régulier Payez-Partez
1473,A,Saint-Denis,PC-PD-PE-PF,-73.574640675503801000,45.520290459874694000,Régulier Payez-Partez
1475,A,Saint-Denis,PC-PD-PE-PF,-73.573235059340163000,45.519652307319497000,Régulier Payez-Partez
1476,A,Parc,PG-PL-PM-TA,-73.593480664145332000,45.518501377512301000,Régulier Payez-Partez
1478,A,Parc,PG-PL-PM-TA,-73.593115887719676000,45.518532657029624000,Régulier Payez-Partez
1479,A,Parc,PG-PL-PM-TA,-73.591666078503849000,45.517698372496668000,Régulier Payez-Partez
1480,A,Parc,PG-PL-PM-TA,-73.590303551118637000,45.517102323399897000,Régulier Payez-Partez
1482,A,Parc,PG-PL-PM-TA,-73.590778644831232000,45.517501893015002000,Régulier Payez-Partez
1483,A,Saint-Laurent,PE-PG-PH-PM,-73.590958573529534000,45.522120447705397000,Régulier Payez-Partez
1484,A,Saint-Laurent,PE-PG-PH-PM,-73.589952614433997000,45.521661282032824000,Régulier Payez-Partez
1485,A,Saint-Laurent,PE-PG-PH-PM,-73.590546224486729000,45.522092052403579000,Régulier Payez-Partez
1486,A,Saint-Laurent,PE-PG-PH-PM,-73.589818631111044000,45.521759317056684000,Régulier Payez-Partez
1487,A,Saint-Laurent,PE-PG-PH-PM,-73.589010147536129000,45.521232877535070000,Régulier Payez-Partez
1488,A,Saint-Laurent,PE-PG-PH-PM,-73.587902520602498000,45.520725055561854000,Régulier Payez-Partez
1489,A,Saint-Laurent,PE-PG-PH-PM,-73.587015841675580000,45.520320230402639000,Régulier Payez-Partez
1490,A,Saint-Laurent,PE-PG-PH-PM,-73.588610452711833000,45.521204285412452000,Régulier Payez-Partez
1491,A,Saint-Laurent,PE-PG-PH-PM,-73.587526580492280000,45.520708283260205000,Régulier Payez-Partez
1494,A,Saint-Laurent,PE-PG-PH-PM,-73.585735607887059000,45.519742133174084000,Régulier Payez-Partez
1495,A,Saint-Laurent,PE-PG-PH-PM,-73.584556235229954000,45.519211881428049000,Régulier Payez-Partez
1498,A,Saint-Laurent,PE-PG-PH-PM,-73.584995809819844000,45.519564124752876000,Régulier Payez-Partez
1499,A,Saint-Denis,PG-PH-PM-PN,-73.588915072734537000,45.526593575867750000,Régulier Payez-Partez
1500,A,Saint-Denis,PG-PH-PJ-PM,-73.588470308294248000,45.526601056917265000,Régulier Payez-Partez
1501,A,Saint-Denis,PF-PG-PH-PJ,-73.587004955595717000,45.525715470311184000,Régulier Payez-Partez
1503,A,Saint-Denis,PF-PG-PH-PJ,-73.586781626033996000,45.525828625385962000,Régulier Payez-Partez
1505,A,Saint-Denis,PF-PG-PH-PJ,-73.584889082324054000,45.524746658667645000,Régulier Payez-Partez
1506,A,Saint-Denis,PF-PG-PH-PJ,-73.583550988566969000,45.524136654073260000,Régulier Payez-Partez
1507,A,Saint-Denis,PF-PG-PH-PJ,-73.585329868202379000,45.525173691067970000,Régulier Payez-Partez
1510,A,Saint-Denis,PF-PG-PH-PJ,-73.583622830072656000,45.524378865343401000,Régulier Payez-Partez
1512,A,Saint-Denis,PF-PG-PH-PJ,-73.582253664974900000,45.523549586299033000,Régulier Payez-Partez
1513,A,Saint-Denis,PF-PG-PH-PJ,-73.581273089886679000,45.523102995773570000,Régulier Payez-Partez
1514,A,Saint-Denis,PF-PG-PH-PJ,-73.582103476186646000,45.523686901914736000,Régulier Payez-Partez
1515,A,Saint-Denis,PF-PG-PH-PJ,-73.581170319741631000,45.523263260855551000,Régulier Payez-Partez
1516,A,Bernard,PG-PL-PM-TA,-73.605917701202642000,45.523386904334266000,Régulier Payez-Partez
1518,A,Bernard,PG-PL-PM-TA,-73.605047212110179000,45.524317080643108000,Régulier Payez-Partez
1519,A,Bernard,PG-PL-PM-TA,-73.605011197198635000,45.524101287203926000,Régulier Payez-Partez
1520,A,Saint-Viateur,PG-PL-PM-TA,-73.602697994214353000,45.521770762268474000,Régulier Payez-Partez
1522,A,Saint-Viateur,PG-PL-PM-TA,-73.601742498525255000,45.522612769740874000,Régulier Payez-Partez
1525,A,Laurier,PG-PL-PM-TA,-73.596434260617784000,45.518777820147555000,Régulier Payez-Partez
1527,A,Laurier,PG-PL-PM-TA,-73.595565842156304000,45.519770145899798000,Régulier Payez-Partez
1529,A,Parc,PG-PL-PM-TA,-73.608932013961692000,45.525087377813684000,Régulier Payez-Partez
1530,A,Parc,PG-PL-PM-TA,-73.607360615351297000,45.524392397034873000,Régulier Payez-Partez
1531,A,Parc,PG-PL-PM-TA,-73.606423129766540000,45.523977656311949000,Régulier Payez-Partez
1533,A,Parc,PG-PL-PM-TA,-73.607694621302088000,45.524728375381791000,Régulier Payez-Partez
1534,A,Parc,PG-PL-PM-TA,-73.605988727360099000,45.523969187770440000,Régulier Payez-Partez
1536,A,Parc,PG-PL-PM-TA,-73.604732619412545000,45.523223780625912000,Régulier Payez-Partez
1537,A,Parc,PG-PL-PM-TA,-73.603194508862970000,45.522539480067117000,Régulier Payez-Partez
1538,A,Parc,PG-PL-PM-TA,-73.604550607659874000,45.523328459364016000,Régulier Payez-Partez
1540,A,Parc,PG-PL-PM-TA,-73.602945700985430000,45.522617903822024000,Régulier Payez-Partez
1542,A,Parc,PG-PL-PM-TA,-73.601531608260387000,45.521802810151328000,Régulier Payez-Partez
1543,A,Parc,PG-PL-PM-TA,-73.600258583033451000,45.521236714583864000,Régulier Payez-Partez
1545,A,Parc,PG-PL-PM-TA,-73.599189945989337000,45.520763516162305000,Régulier Payez-Partez
1546,A,Parc,PG-PL-PM-TA,-73.601647137212098000,45.522040340435382000,Régulier Payez-Partez
1547,A,Parc,PG-PL-PM-TA,-73.600656736910807000,45.521603715180809000,Régulier Payez-Partez
1548,A,Parc,PG-PL-PM-TA,-73.599626817360530000,45.521149109977479000,Régulier Payez-Partez
1549,A,Parc,PG-PL-PM-TA,-73.598775251600713000,45.520789526472974000,Régulier Payez-Partez
1550,A,Fairmount,PG-PL-PM-TA,-73.597744519758194000,45.520262449794672000,Régulier Payez-Partez
1551,A,Fairmount,PG-PL-PM-TA,-73.597113865395116000,45.520933658698247000,Régulier Payez-Partez
1552,A,Parc,PG-PL-PM-TA,-73.596942390078070000,45.520020628187254000,Régulier Payez-Partez
1555,A,Parc,PG-PL-PM-TA,-73.596414916126903000,45.519980650490623000,Régulier Payez-Partez
1556,A,Parc,PG-PL-PM-TA,-73.595650111151386000,45.519451559639485000,Régulier Payez-Partez
1557,A,Parc,PG-PL-PM-TA,-73.595079030842825000,45.519396929380335000,Régulier Payez-Partez
1558,A,Saint-Laurent,PH-PM-PN-PR,-73.600079799876184000,45.526272420935520000,Régulier Payez-Partez
1559,A,Saint-Laurent,PH-PM-PN-PR,-73.599573586862590000,45.526202330448193000,Régulier Payez-Partez
