nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
001,A,Sainte-Catherine,A-B-C-J,-73.577490169399567000,45.495502888759624000,Régulier Payez-Partez
002,A,Sainte-Catherine,A-B-C-J,-73.577596791763924000,45.495164390924813000,Régulier Payez-Partez
003,A,Sainte-Catherine,B-C-D-J,-73.576565910819852000,45.496494947833632000,Régulier Payez-Partez
006,A,Sainte-Catherine,B-C-D-J,-73.576001540693653000,45.496749273176135000,Régulier Payez-Partez
007,A,Sainte-Catherine,B-C-D-J,-73.575662305620952000,45.497351243850943000,Régulier Payez-Partez
009,A,Mackay,B-C-D-J,-73.576122214402503000,45.495459860152593000,Régulier Payez-Partez
010,A,Mackay,A-B-C-J,-73.576433046317547000,45.495474455031427000,Régulier Payez-Partez
011,A,Mackay,B-C-D-J,-73.575056942949729000,45.494940554063909000,Régulier Payez-Partez
016,A,Bishop,B-C-D-J,-73.575775555796412000,45.496222961744856000,Régulier Payez-Partez
017,A,Bishop,B-C-D-J,-73.575532602597079000,45.496225673208052000,Régulier Payez-Partez
018,A,Bishop,B-C-D-J,-73.574561402305832000,45.495637735987373000,Régulier Payez-Partez
019,A,Bishop,B-C-D-J,-73.574121747405385000,45.495542233699659000,Régulier Payez-Partez
020,A,Crescent,B-C-D-J,-73.576892389249608000,45.497705143935896000,Régulier Payez-Partez
022,A,Crescent,B-C-D-J,-73.575369750443357000,45.496946802613294000,Régulier Payez-Partez
023,A,Crescent,B-C-D-J,-73.576218271205178000,45.497512934333550000,Régulier Payez-Partez
025,A,Crescent,B-C-D-J,-73.574753818128770000,45.496783723686825000,Régulier Payez-Partez
026,A,Crescent,B-C-D-J,-73.573219883921993000,45.496044874516677000,Régulier Payez-Partez
027,A,Robert-Bourassa,J-K-L-M,-73.564879100890423000,45.500410055326270000,Régulier Payez-Partez
028,A,Saint-Jacques,K-M-N-P,-73.561393956960913000,45.500423211647288000,Régulier Payez-Partez
030,A,Saint-Jacques,K-M-N-P,-73.561571926238742000,45.499991640908355000,Régulier Payez-Partez
032,A,Saint-Antoine,K-M-N-P,-73.562909384637095000,45.500045874612155000,Régulier Payez-Partez
033,A,Saint-Antoine,K-M-N-P,-73.562315216138018000,45.500772283968743000,Régulier Payez-Partez
035,A,Saint-Antoine,K-M-N-P,-73.561177810210381000,45.502103398070410000,Régulier Payez-Partez
036,A,Saint-Antoine,K-M-N-P,-73.560906114439518000,45.502714171414340000,Régulier Payez-Partez
037,A,Viger,K-M-N-P,-73.563384711498742000,45.501777927319765000,Régulier Payez-Partez
039,A,Viger,K-M-N-P,-73.562752596464449000,45.502614275615464000,Régulier Payez-Partez
042,A,Viger,K-M-N-P,-73.562146210566965000,45.503125861956711000,Régulier Payez-Partez
046,A,Viger,K-M-N-P,-73.561344322660076000,45.504548380137464000,Régulier Payez-Partez
047,A,Viger,K-M-N-P,-73.561256750782093000,45.504345278618551000,Régulier Payez-Partez
048,A,Viger,K-M-N-P,-73.560025285391745000,45.506272828465704000,Régulier Payez-Partez
049,A,Saint-Antoine,K-M-N-P,-73.560159083533947000,45.503619967715167000,Régulier Payez-Partez
050,A,Saint-Antoine,K-M-N-P,-73.559476138694905000,45.504435564992299000,Régulier Payez-Partez
051,A,Saint-Antoine,K-M-N-P,-73.559025336757458000,45.504968037821435000,Régulier Payez-Partez
052,A,Saint-Antoine,K-M-N-P,-73.558506044522630000,45.505570326717546000,Régulier Payez-Partez
111,A,René-Lévesque,B-C-D-J,-73.574005612427484000,45.495076351643093000,Régulier Payez-Partez
114,A,Mackay,B-C-D-J,-73.578371601572513000,45.496544226889696000,Régulier Payez-Partez
120,A,Sainte-Catherine,A-B-C-J,-73.579890035573285000,45.493367920446524000,Régulier Payez-Partez
121,A,Sainte-Catherine,A-B-C-J,-73.580163156100625000,45.492944425840484000,Régulier Payez-Partez
123,A,Sainte-Catherine,A-B-C-J,-73.578510006759970000,45.494555690354090000,Régulier Payez-Partez
125,A,René-Lévesque,A-B-C-J,-73.576041848722753000,45.492968082467641000,Régulier Payez-Partez
127,A,René-Lévesque,A-B-C-J,-73.574634525917475000,45.494427658599079000,Régulier Payez-Partez
129,A,Guy,A-B-C-J,-73.578328657556639000,45.495161095506987000,Régulier Payez-Partez
131,A,Guy,A-B-C-J,-73.576352173999282000,45.494284330013059000,Régulier Payez-Partez
132,A,Guy,A-B-C-J,-73.576409007295865000,45.494530183493119000,Régulier Payez-Partez
135,A,Sherbrooke,A-B-C-R,-73.582288860446582000,45.495784526528311000,Régulier Payez-Partez
136,A,Sherbrooke,A-B-C-R,-73.580868683442304000,45.497302370559915000,Régulier Payez-Partez
137,A,Sherbrooke,B-C-D-R,-73.580585256317434000,45.497889243165766000,Régulier Payez-Partez
144,A,Sherbrooke,B-C-D-R,-73.577343132585128000,45.500906181516243000,Régulier Payez-Partez
146,A,Sherbrooke,B-D-E-R,-73.576303646300872000,45.501946181572045000,Régulier Payez-Partez
147,A,Lincoln,A-B-C-R,-73.581000478089138000,45.495523669525205000,Régulier Payez-Partez
151,A,Maisonneuve,B-C-D-R,-73.577520364970155000,45.498190990779200000,Régulier Payez-Partez
153,A,Maisonneuve,B-D-E-R,-73.574295872569976000,45.501409661188056000,Régulier Payez-Partez
154,A,Saint-Mathieu,A-B-C-R,-73.581178394524656000,45.495019624825282000,Régulier Payez-Partez
155,A,Guy,A-B-C-R,-73.581269375441195000,45.496315863310507000,Régulier Payez-Partez
156,A,Guy,A-B-C-R,-73.579773344260303000,45.495798954657857000,Régulier Payez-Partez
157,A,Guy,A-B-C-R,-73.580221162710870000,45.496163462933737000,Régulier Payez-Partez
159,A,Simpson,A-B-C-R,-73.581294552315157000,45.497238050550848000,Régulier Payez-Partez
161,A,Mackay,A-B-C-R,-73.579313821026958000,45.496862480364420000,Régulier Payez-Partez
162,A,Mackay,B-C-D-R,-73.580036537834104000,45.497338564978065000,Régulier Payez-Partez
168,A,Crescent,B-C-D-R,-73.578307988011389000,45.498384993942814000,Régulier Payez-Partez
170,A,Crescent,B-C-D-R,-73.578950848610944000,45.498856242377798000,Régulier Payez-Partez
171,A,Montagne,B-E-PA-R,-73.578904018172153000,45.499687926550784000,Régulier Payez-Partez
173,A,Drummond,B-E-PA-R,-73.578164685428192000,45.500422211290683000,Régulier Payez-Partez
174,A,Drummond,B-C-D-R,-73.577120011585919000,45.499943751830550000,Régulier Payez-Partez
175,A,Drummond,B-C-D-R,-73.576779782164920000,45.499905719674281000,Régulier Payez-Partez
177,A,Stanley,B-C-D-R,-73.576204603543928000,45.500527725708466000,Régulier Payez-Partez
178,A,Peel,B-D-E-R,-73.575714126718964000,45.501305543528602000,Régulier Payez-Partez
180,A,René-Lévesque,A-C-J-L,-73.575732638240922000,45.492852067329792000,Régulier Payez-Partez
182,A,René-Lévesque,A-C-J-L,-73.574498478023955000,45.494144062454801000,Régulier Payez-Partez
183,A,René-Lévesque,C-D-J-L,-73.574050299451869000,45.494601502868562000,Régulier Payez-Partez
184,A,Lucien-L'Allier,C-D-J-L,-73.572709164103500000,45.495597465157452000,Régulier Payez-Partez
186,A,René-Lévesque,C-D-J-L,-73.571146604391203000,45.497640312195664000,Régulier Payez-Partez
191,A,La Gauchetière,D-F-J-K,-73.567361311133595000,45.498332892755236000,Régulier Payez-Partez
192,A,La Gauchetière,J-K-L-M,-73.566731153239090000,45.498625948332020000,Régulier Payez-Partez
195,A,Guy,A-C-J-L,-73.574592510856178000,45.493547548166511000,Régulier Payez-Partez
198,A,Lucien-L'Allier,C-D-J-L,-73.572040146636795000,45.495276806615216000,Régulier Payez-Partez
201,A,Montagne,C-D-J-L,-73.571349267477558000,45.496210430989407000,Régulier Payez-Partez
204,A,Drummond,C-D-J-L,-73.570745334926457000,45.497005000905816000,Régulier Payez-Partez
205,A,Stanley,C-D-J-L,-73.569863275926949000,45.497577528690364000,Régulier Payez-Partez
206,A,Peel,C-D-J-L,-73.569772452294657000,45.498191369318519000,Régulier Payez-Partez
209,A,Peel,C-D-J-L,-73.568131248655689000,45.497389501287039000,Régulier Payez-Partez
210,A,Peel,J-K-L-M,-73.567500711659903000,45.497347744929073000,Régulier Payez-Partez
212,A,Cathédrale,D-F-J-K,-73.569105954104302000,45.499077544177482000,Régulier Payez-Partez
213,A,Cathédrale,D-F-J-K,-73.568091222288970000,45.498577483258849000,Régulier Payez-Partez
215,A,Cathédrale,J-K-L-M,-73.566713224091998000,45.497955398352183000,Régulier Payez-Partez
216,A,Mansfield,D-F-J-K,-73.567575644375381000,45.499319078379685000,Régulier Payez-Partez
217,A,Mansfield,J-K-L-M,-73.566031895745766000,45.498566011162318000,Régulier Payez-Partez
222,A,Sainte-Catherine,B-C-D-E,-73.574681532112962000,45.498354770192066000,Régulier Payez-Partez
223,A,Sainte-Catherine,B-C-D-J,-73.574358289105447000,45.498434027605448000,Régulier Payez-Partez
224,A,Sainte-Catherine,B-C-D-E,-73.573960556114656000,45.499049758912705000,Régulier Payez-Partez
225,A,Sainte-Catherine,B-D-E-F,-73.573320525649805000,45.499706553446003000,Régulier Payez-Partez
226,A,Sainte-Catherine,B-D-E-F,-73.572688457143826000,45.500347556979257000,Régulier Payez-Partez
227,A,Sainte-Catherine,D-F-J-K,-73.572389316744847000,45.500399711916692000,Régulier Payez-Partez
228,A,Sainte-Catherine,B-D-E-F,-73.571978637878360000,45.501068258129592000,Régulier Payez-Partez
229,A,Cypress,B-C-D-J,-73.571985052033796000,45.499152901202940000,Régulier Payez-Partez
230,A,René-Lévesque,B-C-D-J,-73.572412836414443000,45.496722458210215000,Régulier Payez-Partez
231,A,René-Lévesque,B-C-D-J,-73.571665874516469000,45.497531019413110000,Régulier Payez-Partez
232,A,René-Lévesque,B-C-D-J,-73.570679426811594000,45.498565200735385000,Régulier Payez-Partez
234,A,Drummond,B-C-D-E,-73.574990219097344000,45.498916334126605000,Régulier Payez-Partez
237,A,Drummond,B-C-D-J,-73.573939905203204000,45.498565278565863000,Régulier Payez-Partez
238,A,Drummond,B-C-D-J,-73.572501960237119000,45.497845982909872000,Régulier Payez-Partez
239,A,Stanley,B-C-D-E,-73.574176743823330000,45.499550723654174000,Régulier Payez-Partez
241,A,Stanley,B-C-D-J,-73.572247672777948000,45.498602035680804000,Régulier Payez-Partez
242,A,Peel,B-D-E-F,-73.573861808059050000,45.500401810513573000,Régulier Payez-Partez
243,A,Peel,B-D-E-F,-73.573816441723224000,45.500511153069645000,Régulier Payez-Partez
244,A,Peel,B-C-D-J,-73.572344395177510000,45.499669558227367000,Régulier Payez-Partez
246,A,Peel,B-C-D-J,-73.571458625642364000,45.499234136671639000,Régulier Payez-Partez
248,A,Metcalfe,B-D-E-F,-73.573288021972075000,45.501174335949024000,Régulier Payez-Partez
249,A,Metcalfe,B-D-E-F,-73.572965226457299000,45.501144370844493000,Régulier Payez-Partez
252,A,Metcalfe,D-F-J-K,-73.571783498190683000,45.500574436417224000,Régulier Payez-Partez
253,A,Metcalfe,D-F-J-K,-73.570282258146847000,45.499844483545040000,Régulier Payez-Partez
254,A,Mansfield,B-D-E-F,-73.572357504341070000,45.501647139924856000,Régulier Payez-Partez
255,A,Mansfield,D-F-J-K,-73.570952734069806000,45.500934598339469000,Régulier Payez-Partez
256,A,Mansfield,D-F-J-K,-73.569675691995982000,45.500306924773987000,Régulier Payez-Partez
257,A,Sherbrooke,A-B-C-R,-73.588545325142349000,45.490595353339685000,Régulier Payez-Partez
259,A,Sherbrooke,A-B-C-R,-73.586839573971474000,45.492209895724820000,Régulier Payez-Partez
260,A,Sherbrooke,A-B-C-R,-73.585067204578266000,45.493270463516644000,Régulier Payez-Partez
261,A,Sherbrooke,A-B-C-R,-73.584113317053905000,45.494031736484573000,Régulier Payez-Partez
262,A,Sherbrooke,A-B-C-R,-73.583112490332596000,45.495196246785056000,Régulier Payez-Partez
263,A,Sherbrooke,A-B-C-R,-73.586924903261604000,45.491938968547906000,Régulier Payez-Partez
265,A,Sherbrooke,A-B-C-R,-73.584990143059358000,45.493099541405790000,Régulier Payez-Partez
266,A,Sherbrooke,A-B-C-R,-73.583895222979265000,45.493963607672811000,Régulier Payez-Partez
267,A,Sherbrooke,A-B-C-R,-73.583245468835869000,45.494690414357180000,Régulier Payez-Partez
270,A,Maisonneuve,A-B-C-J,-73.585628264880924000,45.490317338514096000,Régulier Payez-Partez
271,A,Maisonneuve,A-B-C-R,-73.581509911884709000,45.493825525797668000,Régulier Payez-Partez
272,A,Sainte-Catherine,A-B-C-J,-73.582983354235523000,45.490735217463367000,Régulier Payez-Partez
273,A,Sainte-Catherine,A-B-C-J,-73.582156903623201000,45.491438711425531000,Régulier Payez-Partez
274,A,Sainte-Catherine,A-B-C-J,-73.582547875045492000,45.490911395489981000,Régulier Payez-Partez
277,A,Sainte-Catherine,A-B-C-J,-73.580791376380148000,45.492605276578836000,Régulier Payez-Partez
278,A,Sainte-Catherine,A-B-C-J,-73.581343667427959000,45.491939693103916000,Régulier Payez-Partez
280,A,Tupper,A-B-C-J,-73.583346141952561000,45.488955140114804000,Régulier Payez-Partez
281,A,René-Lévesque,A-B-C-J,-73.581661773406907000,45.488737775253369000,Régulier Payez-Partez
282,A,René-Lévesque,A-B-C-J,-73.582245070056501000,45.488226477463435000,Régulier Payez-Partez
283,A,René-Lévesque,A-B-C-J,-73.581064396045107000,45.488769038449050000,Régulier Payez-Partez
284,A,René-Lévesque,A-B-C-J,-73.579841022449131000,45.489385214259059000,Régulier Payez-Partez
285,A,Atwater,A-B-C-R,-73.586924163208280000,45.490601214684226000,Régulier Payez-Partez
287,A,Atwater,A-B-C-R,-73.586549896178965000,45.490643593621911000,Régulier Payez-Partez
298,A,Sherbrooke,B-E-PA-R,-73.574216766347220000,45.504065041297451000,Régulier Payez-Partez
299,A,Sherbrooke,E-G-PA-R,-73.573001749065014000,45.505730541204919000,Régulier Payez-Partez
300,A,Sherbrooke,B-E-PA-R,-73.572929153855256000,45.505386064824037000,Régulier Payez-Partez
302,A,Sherbrooke,E-G-PA-R,-73.571931253426612000,45.507540516485399000,Régulier Payez-Partez
303,A,Sherbrooke,E-G-PA-PB,-73.571511932092932000,45.508189007218178000,Régulier Payez-Partez
304,A,Sherbrooke,E-G-PA-R,-73.572061861632221000,45.506773812525807000,Régulier Payez-Partez
306,A,Président-Kennedy,B-E-PA-R,-73.574187775654096000,45.502754352437591000,Régulier Payez-Partez
307,A,Président-Kennedy,B-E-PA-R,-73.572759548404719000,45.504290830618359000,Régulier Payez-Partez
308,A,Président-Kennedy,B-D-E-F,-73.573050739635619000,45.503729524816272000,Régulier Payez-Partez
311,A,Président-Kennedy,E-F-G-H,-73.571625780560041000,45.505212167053934000,Régulier Payez-Partez
313,A,Président-Kennedy,E-G-PA-R,-73.570053662668656000,45.507047992934716000,Régulier Payez-Partez
314,A,Président-Kennedy,E-F-G-H,-73.570546797379137000,45.506310861818250000,Régulier Payez-Partez
316,A,Maisonneuve,B-D-E-F,-73.573126509902778000,45.502598252386136000,Régulier Payez-Partez
318,A,Maisonneuve,B-D-E-F,-73.571978676931195000,45.503770109106483000,Régulier Payez-Partez
321,A,Maisonneuve,E-F-G-H,-73.569599919993820000,45.506555603882745000,Régulier Payez-Partez
323,A,Metcalfe,B-D-E-R,-73.575048491418130000,45.502159268139032000,Régulier Payez-Partez
324,A,Mansfield,B-D-E-R,-73.575212670286405000,45.503006250473021000,Régulier Payez-Partez
332,A,Union,B-E-PA-R,-73.572322431705146000,45.505176544262639000,Régulier Payez-Partez
335,A,Aylmer,E-G-PA-R,-73.572835274189174000,45.506437752751559000,Régulier Payez-Partez
336,A,Aylmer,E-G-PA-R,-73.572110026117301000,45.505827777688722000,Régulier Payez-Partez
337,A,City Councillors,E-G-PA-R,-73.571195623036758000,45.506036358868997000,Régulier Payez-Partez
342,A,Bleury,E-G-PA-R,-73.569888518371698000,45.507622391481071000,Régulier Payez-Partez
350,A,Mayor,E-F-G-H,-73.569180630651005000,45.505824010324233000,Régulier Payez-Partez
353,A,Sainte-Catherine,B-D-E-F,-73.570430655083641000,45.502699751826192000,Régulier Payez-Partez
355,A,Sainte-Catherine,E-F-G-H,-73.568507829624110000,45.504619733404780000,Régulier Payez-Partez
357,A,Sainte-Catherine,E-F-G-H,-73.567406991674574000,45.505874819675682000,Régulier Payez-Partez
359,A,Cathcart,D-F-J-K,-73.570090383487937000,45.501771441089474000,Régulier Payez-Partez
363,A,René-Lévesque,D-F-J-K,-73.569064059053119000,45.500281937696798000,Régulier Payez-Partez
364,A,René-Lévesque,D-F-J-K,-73.568219984817333000,45.501184264908005000,Régulier Payez-Partez
365,A,René-Lévesque,F-H-K-N,-73.567038285268921000,45.502454044395868000,Régulier Payez-Partez
366,A,René-Lévesque,F-H-K-N,-73.566032212928576000,45.503829050622947000,Régulier Payez-Partez
367,A,René-Lévesque,F-H-K-N,-73.565546441266861000,45.504458441904085000,Régulier Payez-Partez
368,A,Mansfield,B-D-E-F,-73.572250848919069000,45.501728130337611000,Régulier Payez-Partez
370,A,Mansfield,D-F-J-K,-73.569948611632100000,45.500644028299718000,Régulier Payez-Partez
371,A,Robert-Bourassa,B-D-E-F,-73.570924900098461000,45.503649397248239000,Régulier Payez-Partez
372,A,Robert-Bourassa,B-D-E-F,-73.570216862469252000,45.503306409782390000,Régulier Payez-Partez
373,A,Robert-Bourassa,B-D-E-F,-73.570606452782442000,45.503636564981043000,Régulier Payez-Partez
374,A,Union,B-D-E-F,-73.570233319481929000,45.504171346682625000,Régulier Payez-Partez
375,A,Union,E-F-G-H,-73.570358041854263000,45.504401098790446000,Régulier Payez-Partez
377,A,Union,D-F-J-K,-73.568207077194757000,45.503175101308983000,Régulier Payez-Partez
378,A,Union,F-H-K-N,-73.567756529516103000,45.503112484540111000,Régulier Payez-Partez
379,A,Aylmer,E-F-G-H,-73.569897239059500000,45.504772484462009000,Régulier Payez-Partez
381,A,Phillips,F-H-K-N,-73.568259132432402000,45.503781534693296000,Régulier Payez-Partez
382,A,Phillips,F-H-K-N,-73.567013927172127000,45.503192793854922000,Régulier Payez-Partez
383,A,Phillips,F-H-K-N,-73.567788324958769000,45.503768128444769000,Régulier Payez-Partez
385,A,City Councillors,E-F-G-H,-73.569100781895415000,45.505172954514855000,Régulier Payez-Partez
386,A,Saint-Alexandre,E-F-G-H,-73.568439931938656000,45.505646386650135000,Régulier Payez-Partez
388,A,Saint-Alexandre,F-H-K-N,-73.566943503161482000,45.505056994616915000,Régulier Payez-Partez
389,A,Bleury,E-F-G-H,-73.568237137492005000,45.506844855262443000,Régulier Payez-Partez
391,A,Bleury,F-H-K-N,-73.566112716313086000,45.505839927647955000,Régulier Payez-Partez
392,A,René-Lévesque,D-F-J-K,-73.568536246506028000,45.500428607053585000,Régulier Payez-Partez
393,A,René-Lévesque,D-F-J-K,-73.567777494185606000,45.501236669208375000,Régulier Payez-Partez
395,A,René-Lévesque,F-H-K-N,-73.565883176761389000,45.503473329780931000,Régulier Payez-Partez
396,A,René-Lévesque,F-H-K-N,-73.565000873483427000,45.504552179958750000,Régulier Payez-Partez
399,A,Belmont,F-H-K-N,-73.565442474772908000,45.501788461025633000,Régulier Payez-Partez
400,A,La Gauchetière,D-F-J-K,-73.566280150092055000,45.499652599573729000,Régulier Payez-Partez
401,A,La Gauchetière,J-K-L-M,-73.566168522782647000,45.499458631016161000,Régulier Payez-Partez
402,A,La Gauchetière,J-K-L-M,-73.565471572860019000,45.500338233722189000,Régulier Payez-Partez
404,A,La Gauchetière,F-H-K-N,-73.563576664271963000,45.503215867233393000,Régulier Payez-Partez
407,A,Saint-Antoine,J-K-L-M,-73.563927257148961000,45.499410760466461000,Régulier Payez-Partez
408,A,Mansfield,D-F-J-K,-73.567282911109828000,45.499346444451575000,Régulier Payez-Partez
409,A,Mansfield,J-K-L-M,-73.565526544033091000,45.498508539006551000,Régulier Payez-Partez
410,A,Robert-Bourassa,D-F-J-K,-73.566766346114022000,45.501358554565535000,Régulier Payez-Partez
411,A,Robert-Bourassa,F-H-K-N,-73.566599149945233000,45.501704695896528000,Régulier Payez-Partez
412,A,Robert-Bourassa,D-F-J-K,-73.565857383498482000,45.500887204378330000,Régulier Payez-Partez
413,A,Robert-Bourassa,F-H-K-N,-73.565391434586246000,45.501113380808128000,Régulier Payez-Partez
414,A,Union,F-H-K-N,-73.566600066230649000,45.502318956187651000,Régulier Payez-Partez
415,A,Beaver Hall,F-H-K-N,-73.565726422681550000,45.502696738568972000,Régulier Payez-Partez
416,A,Beaver Hall,F-H-K-N,-73.564518358858180000,45.502204025294802000,Régulier Payez-Partez
417,A,Beaver Hall,F-H-K-N,-73.565040646162089000,45.502539635695847000,Régulier Payez-Partez
419,A,Beaver Hall,K-M-N-P,-73.563642592801230000,45.502199777613988000,Régulier Payez-Partez
420,A,Saint-Alexandre,F-H-K-N,-73.564494719892338000,45.503735850459499000,Régulier Payez-Partez
422,A,Bleury,F-H-K-N,-73.564092134341038000,45.504873973306047000,Régulier Payez-Partez
423,A,Bleury,F-H-K-N,-73.562905313530237000,45.504307084191041000,Régulier Payez-Partez
424,A,Saint-Antoine,J-K-L-M,-73.569739394529577000,45.494456293341436000,Régulier Payez-Partez
425,A,Saint-Antoine,J-K-L-M,-73.568210036648594000,45.495710310058321000,Régulier Payez-Partez
426,A,Saint-Antoine,J-K-L-M,-73.567267437929388000,45.496334829144111000,Régulier Payez-Partez
427,A,Saint-Antoine,J-K-L-M,-73.565206943932452000,45.498024752098907000,Régulier Payez-Partez
428,A,Saint-Jacques,J-L-M-SP,-73.567775100864012000,45.493802196243877000,Régulier Payez-Partez
429,A,Saint-Jacques,J-L-M-SP,-73.566870960051787000,45.494747268805405000,Régulier Payez-Partez
437,A,Peel,J-K-L-M,-73.566331673270824000,45.496552967656278000,Régulier Payez-Partez
438,A,Peel,J-L-M-SP,-73.564112653579471000,45.495701461367801000,Régulier Payez-Partez
439,A,Peel,J-L-M-SP,-73.564554245935284000,45.496039401101392000,Régulier Payez-Partez
441,A,Cathédrale,J-K-L-M,-73.564885180208094000,45.497074855296361000,Régulier Payez-Partez
443,A,Saint-Jacques,J-L-M-SP,-73.563422103839798000,45.498029635332983000,Régulier Payez-Partez
444,A,Notre-Dame,K-L-M-P,-73.560826306581632000,45.499321755897768000,Régulier Payez-Partez
445,A,Notre-Dame,K-L-M-P,-73.559939388404828000,45.500579495094563000,Régulier Payez-Partez
446,A,Notre-Dame,K-L-M-P,-73.560825176283402000,45.499068216554981000,Régulier Payez-Partez
447,A,Notre-Dame,K-L-M-P,-73.560342239504266000,45.499748025581319000,Régulier Payez-Partez
448,A,Notre-Dame,K-L-M-P,-73.559800186430493000,45.500512322752634000,Régulier Payez-Partez
449,A,Gauvin,K-M-N-P,-73.560651081546141000,45.500250847547953000,Régulier Payez-Partez
453,A,René-Lévesque,F-H-K-N,-73.562963654844737000,45.507003787853023000,Régulier Payez-Partez
454,A,René-Lévesque,F-H-K-N,-73.562333408842193000,45.507697276215637000,Régulier Payez-Partez
455,A,René-Lévesque,H-N-P-Q,-73.561138590358169000,45.509079224100041000,Régulier Payez-Partez
456,A,René-Lévesque,H-N-P-Q,-73.560378833586469000,45.509921475401896000,Régulier Payez-Partez
457,A,René-Lévesque,H-N-P-Q,-73.559607456272360000,45.510906730448767000,Régulier Payez-Partez
460,A,Viger,K-M-N-P,-73.559262785510398000,45.507054136875105000,Régulier Payez-Partez
461,A,Saint-Antoine,K-M-N-P,-73.557962534917948000,45.506265867162760000,Régulier Payez-Partez
462,A,Saint-Antoine,H-N-P-Q,-73.556864651241369000,45.507570398614952000,Régulier Payez-Partez
466,A,Bleury,F-H-K-N,-73.563793266744057000,45.504865698115317000,Régulier Payez-Partez
467,A,Bleury,K-M-N-P,-73.561917789458576000,45.503993183169236000,Régulier Payez-Partez
468,A,Saint-Urbain,F-H-K-N,-73.561316655850078000,45.507025688757018000,Régulier Payez-Partez
470,A,Saint-Laurent,F-H-K-N,-73.560908259031137000,45.508443716661979000,Régulier Payez-Partez
471,A,Saint-Laurent,H-N-P-Q,-73.560325768240475000,45.508335954714433000,Régulier Payez-Partez
472,A,Saint-Laurent,K-M-N-P,-73.559392176636536000,45.507756126670202000,Régulier Payez-Partez
473,A,Saint-Laurent,H-N-P-Q,-73.559330742630905000,45.507880816207688000,Régulier Payez-Partez
474,A,Saint-Laurent,K-M-N-P,-73.558120177238933000,45.507178893192517000,Régulier Payez-Partez
475,A,Saint-Laurent,H-N-P-Q,-73.558133051752307000,45.507340750286069000,Régulier Payez-Partez
485,A,Saint-Antoine,N-P-Q-Y,-73.553479305695461000,45.512487699157226000,Régulier Payez-Partez
486,A,Sherbrooke,E-G-H-PA,-73.570986976902333000,45.508632605907799000,Régulier Payez-Partez
487,A,Sherbrooke,E-G-PA-PB,-73.570697616450843000,45.509888640921297000,Régulier Payez-Partez
488,A,Sherbrooke,E-G-PA-PB,-73.570350457851390000,45.510692198094752000,Régulier Payez-Partez
489,A,Sherbrooke,E-G-H-PA,-73.570371890203063000,45.510020812867317000,Régulier Payez-Partez
492,A,Président-Kennedy,E-G-H-PA,-73.569087703931132000,45.508082477286820000,Régulier Payez-Partez
493,A,Président-Kennedy,E-F-G-H,-73.569316282089986000,45.507576803200564000,Régulier Payez-Partez
497,A,Ontario,G-H-PA-PB,-73.567156379997712000,45.510619847592579000,Régulier Payez-Partez
499,A,Ontario,E-F-G-H,-73.566598280536425000,45.511418423971008000,Régulier Payez-Partez
501,A,Ontario,G-PB-PC-S,-73.566303401729769000,45.513004233304393000,Régulier Payez-Partez
502,A,Ontario,G-H-Q-S,-73.566276371803738000,45.512398052816941000,Régulier Payez-Partez
503,A,Ontario,G-H-Q-S,-73.565752159718869000,45.514010304695468000,Régulier Payez-Partez
504,A,Bleury,E-G-H-PA,-73.570692968507288000,45.508135191586398000,Régulier Payez-Partez
505,A,Jeanne-Mance,E-G-PA-PB,-73.571243165833536000,45.509364728914711000,Régulier Payez-Partez
506,A,Jeanne-Mance,E-G-H-PA,-73.570058899207382000,45.509069270693715000,Régulier Payez-Partez
508,A,Saint-Laurent,G-H-PA-PB,-73.568976920779576000,45.512192272310912000,Régulier Payez-Partez
509,A,Saint-Laurent,G-H-PA-PB,-73.567508743961881000,45.511510042321781000,Régulier Payez-Partez
511,A,Saint-Laurent,G-H-PA-PB,-73.567790761943286000,45.511821923725826000,Régulier Payez-Partez
513,A,Saint-Laurent,E-F-G-H,-73.565538490236079000,45.510771585913140000,Régulier Payez-Partez
515,A,Saint-Dominique,G-H-Q-S,-73.565647304303994000,45.511473423863272000,Régulier Payez-Partez
517,A,Sanguinet,G-H-Q-S,-73.563531522313468000,45.513858831249401000,Régulier Payez-Partez
523,A,Sainte-Catherine,E-F-G-H,-73.566849451984865000,45.506554837700023000,Régulier Payez-Partez
525,A,Sainte-Catherine,E-F-G-H,-73.565698226031529000,45.507869647616957000,Régulier Payez-Partez
526,A,Sainte-Catherine,E-F-G-H,-73.564656779931084000,45.509062129791069000,Régulier Payez-Partez
527,A,Sainte-Catherine,G-H-Q-S,-73.563841693437908000,45.509998679675853000,Régulier Payez-Partez
530,A,Sainte-Catherine,G-H-Q-S,-73.562656327682191000,45.511313596183648000,Régulier Payez-Partez
531,A,Sainte-Catherine,G-H-Q-S,-73.562023859399744000,45.512037426845218000,Régulier Payez-Partez
534,A,René-Lévesque,F-H-K-N,-73.564603352129339000,45.505633214015461000,Régulier Payez-Partez
535,A,René-Lévesque,F-H-K-N,-73.563758849590485000,45.506630634586649000,Régulier Payez-Partez
537,A,René-Lévesque,F-H-K-N,-73.562431504771979000,45.508103223684223000,Régulier Payez-Partez
538,A,René-Lévesque,G-H-Q-N,-73.561009960131827000,45.509720475309599000,Régulier Payez-Partez
